               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.072015,             0.25708,                   0,               0.446,             0.62599,             0.50657,             0.17583,            0.068321,             0.30339,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.069846,              0.2573,                   0,             0.48334,             0.71326,             0.52173,              0.1663,            0.068789,             0.36101,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.067633,             0.25508,                   0,             0.39961,             0.58117,             0.46091,              0.1322,            0.068465,             0.29396,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.066345,             0.27055,                   0,             0.23337,             0.63369,             0.25429,            0.075492,            0.080242,             0.35024,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.070837,             0.24623,                   0,             0.52577,             0.61256,             0.59699,             0.20853,             0.07213,             0.29163,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.070717,             0.25643,                   0,             0.67627,             0.69894,             0.71368,             0.26581,            0.062249,             0.28101,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.065935,             0.25277,                   0,             0.32767,             0.65385,             0.33877,             0.12336,            0.073753,             0.29776,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.069881,              0.2408,                   0,              0.6367,             0.64524,             0.69243,             0.25376,             0.06366,             0.26836,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.063563,             0.24525,                   0,             0.60357,             0.67162,             0.68725,             0.24605,            0.061574,             0.27313,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.065289,              0.2408,                   0,             0.57639,             0.71008,             0.65814,             0.22945,             0.06006,              0.2684,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.061094,             0.26698,                   0,             0.67024,             0.77581,             0.72079,              0.2751,            0.056452,             0.30981,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.059319,              0.2546,                   0,             0.74305,             0.75729,             0.79538,             0.30739,            0.057317,             0.29188,                   0,            0.006733,            0.006733,            0.006733
                  35,             0.06228,             0.25787,                   0,             0.80442,             0.75915,             0.80769,             0.30738,             0.05857,             0.27844,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.059847,              0.2493,                   0,             0.84412,             0.79469,              0.8599,             0.33983,            0.056314,             0.27099,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.063047,             0.26712,                   0,             0.65218,             0.70663,             0.71467,             0.27421,            0.061426,             0.29695,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.062496,             0.25667,                   0,             0.51351,             0.74057,             0.58611,             0.19088,            0.063066,             0.26815,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.062691,               0.262,                   0,             0.82422,             0.78886,             0.84996,             0.34199,            0.055768,             0.26696,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.060917,             0.24182,                   0,              0.7189,             0.72546,             0.75723,             0.25793,            0.056764,               0.265,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.058993,             0.26114,                   0,             0.76629,             0.76631,             0.81568,             0.28093,            0.057076,              0.2671,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.060933,             0.26452,                   0,             0.69178,             0.68594,              0.7092,             0.22061,            0.061815,             0.26239,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.062012,             0.24771,                   0,             0.84708,              0.7748,             0.86067,              0.3543,            0.054021,             0.26176,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.058732,              0.2514,                   0,              0.8574,             0.80542,             0.88194,             0.36288,            0.054292,             0.26424,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.059277,             0.25266,                   0,             0.66203,             0.73767,             0.73971,             0.27642,            0.058906,             0.26191,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.058828,             0.25707,                   0,             0.81888,             0.79125,             0.84477,             0.32188,            0.055411,             0.26767,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.057543,              0.2389,                   0,             0.81095,             0.77454,             0.84253,             0.32639,            0.053683,             0.26059,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.058017,             0.23825,                   0,             0.85813,             0.80345,             0.88207,             0.37368,            0.052332,             0.26146,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.057953,             0.24348,                   0,             0.81467,             0.77427,             0.83922,             0.30106,            0.056673,             0.25957,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.058838,             0.25386,                   0,             0.85437,             0.80371,             0.86587,             0.32492,            0.057636,             0.26043,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.060386,             0.25305,                   0,             0.85121,             0.79576,             0.85877,             0.32974,            0.054488,             0.25931,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.058362,             0.24993,                   0,             0.87134,             0.83536,             0.88921,              0.3679,             0.05261,             0.25949,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.057241,             0.23891,                   0,             0.83452,             0.79469,             0.86673,              0.3504,            0.053761,             0.25716,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.056715,             0.23571,                   0,              0.8763,             0.82677,             0.90132,             0.38947,            0.051025,             0.25762,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.056103,             0.25497,                   0,             0.87963,             0.83846,             0.90225,             0.39085,            0.051511,             0.26249,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.056862,             0.24644,                   0,             0.87414,             0.81141,             0.88284,             0.34794,             0.05376,             0.25814,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.059284,             0.25216,                   0,              0.8703,             0.81512,             0.87501,             0.34144,            0.054633,             0.25731,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.055833,             0.24003,                   0,             0.87346,             0.83183,             0.89096,             0.35916,            0.052789,             0.25654,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.056544,             0.23528,                   0,              0.8872,             0.82201,             0.89498,             0.38898,            0.052192,             0.25556,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.056141,             0.22696,                   0,             0.88024,             0.81645,             0.89322,             0.37644,            0.051508,             0.25514,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.057675,             0.25758,                   0,             0.88264,             0.84986,             0.90975,             0.40372,            0.050545,             0.25556,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.054841,             0.24716,                   0,             0.88625,             0.83024,             0.90689,             0.41157,            0.049758,             0.25455,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.053945,             0.22736,                   0,             0.88022,             0.82449,             0.89691,              0.3672,            0.052876,             0.25364,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.056778,             0.24311,                   0,             0.87986,             0.85013,             0.90977,             0.41199,            0.049525,             0.25422,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.057442,              0.2397,                   0,             0.88194,             0.83417,             0.90086,             0.37104,              0.0521,             0.25447,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.054644,             0.24072,                   0,             0.88063,             0.84536,             0.91393,             0.41577,            0.049641,             0.25427,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.054034,             0.23185,                   0,             0.89255,             0.83475,             0.91187,             0.40667,            0.050155,             0.25422,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.055667,             0.24026,                   0,             0.89463,             0.83448,             0.90997,             0.40601,             0.05031,              0.2528,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.054752,             0.22889,                   0,             0.87938,             0.84377,             0.90857,             0.40913,            0.049916,             0.25222,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.053286,             0.23443,                   0,             0.88359,             0.84801,             0.91418,             0.41515,            0.049579,             0.25208,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.054213,             0.24897,                   0,             0.88564,             0.84835,             0.91811,             0.42096,            0.049251,             0.25181,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.052108,             0.24818,                   0,             0.88668,             0.85756,             0.91862,             0.42549,             0.04906,             0.25215,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.053602,             0.24262,                   0,             0.88765,              0.8618,             0.92199,             0.42929,            0.049066,             0.25177,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.054347,             0.23686,                   0,             0.89285,             0.85093,             0.91979,             0.41907,            0.049992,             0.25089,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.053989,             0.24124,                   0,             0.90835,             0.84655,             0.92152,             0.43088,            0.048519,             0.24833,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.054853,             0.22912,                   0,              0.8959,              0.8557,             0.92208,              0.4228,             0.04879,             0.24918,                   0,            0.002575,            0.002575,            0.002575
                  77,             0.05337,             0.24188,                   0,             0.89806,             0.85411,              0.9222,             0.43233,            0.048395,             0.24958,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.052527,             0.22949,                   0,             0.90321,             0.84651,             0.91728,             0.41961,             0.04912,             0.24751,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.053039,             0.24123,                   0,             0.90043,             0.86115,             0.92549,             0.43117,            0.048706,             0.24915,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.052306,             0.23962,                   0,              0.8975,             0.86402,             0.92265,             0.43066,            0.048482,             0.24781,                   0,            0.002179,            0.002179,            0.002179
                  81,             0.05343,             0.23671,                   0,             0.89858,             0.86718,             0.92526,             0.43696,            0.048129,              0.2477,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.053794,             0.23967,                   0,             0.90543,             0.86631,             0.92913,             0.43979,            0.048091,             0.24789,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.052701,             0.23706,                   0,             0.89762,              0.8698,             0.92744,             0.42933,            0.048438,             0.24875,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.053467,             0.24021,                   0,             0.90156,             0.86725,             0.92829,             0.43945,            0.047965,             0.24853,                   0,            0.001783,            0.001783,            0.001783
                  85,             0.05287,             0.23585,                   0,             0.90125,             0.86976,             0.92932,             0.44045,            0.047896,             0.24772,                   0,            0.001684,            0.001684,            0.001684
                  86,             0.05355,             0.24763,                   0,             0.89276,             0.86844,             0.92457,             0.42099,            0.048816,             0.24828,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.053239,             0.25126,                   0,             0.89231,             0.87321,             0.92832,             0.43764,            0.048028,             0.24916,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.052533,             0.23454,                   0,             0.89492,             0.87425,             0.92876,             0.43821,            0.048052,             0.24813,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.051851,             0.23578,                   0,             0.89837,             0.86923,             0.92889,             0.43945,            0.047951,             0.24686,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.052442,              0.2402,                   0,             0.89999,             0.86844,             0.92783,             0.43985,            0.047835,             0.24553,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.053429,             0.25269,                   0,              0.8996,             0.87507,             0.92998,             0.44171,            0.047778,             0.24535,                   0,             0.00109,             0.00109,             0.00109
                  92,             0.05099,             0.22398,                   0,             0.89878,             0.87321,              0.9296,             0.44538,            0.047539,             0.24497,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.052692,             0.23447,                   0,             0.90147,             0.87369,             0.92941,             0.44568,             0.04765,             0.24478,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.052785,             0.24217,                   0,             0.89902,             0.87379,             0.92876,             0.43642,            0.048049,              0.2456,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.051964,             0.22464,                   0,             0.89791,             0.87482,              0.9281,              0.4357,             0.04811,              0.2462,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.052944,             0.23816,                   0,             0.89735,             0.87454,             0.92761,             0.43794,            0.047986,             0.24593,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.051389,             0.22629,                   0,             0.89928,             0.87321,             0.92845,             0.44156,            0.047708,             0.24529,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.053292,              0.2421,                   0,             0.90213,              0.8729,             0.92942,             0.44297,            0.047633,             0.24489,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.052028,              0.2258,                   0,             0.90303,             0.87447,              0.9298,             0.44365,            0.047572,              0.2448,                   0,            0.000298,            0.000298,            0.000298
